顯卡型號,報告日期,最低價格,最高價格,平均價格
GeForce RTX 4080,2024-01-15,1129.99,1998.0,1426.48
GeForce RTX 4080,2024-01-23,1129.99,2011.6,1453.56
GeForce RTX 4080,2024-02-01,1129.99,1998.0,1434.93
GeForce RTX 4080,2024-02-08,1129.99,1998.0,1437.12
GeForce RTX 4080,2024-02-15,1129.99,1998.0,1405.4
GeForce RTX 4080,2024-02-23,1129.99,2050.0,1477.97
GeForce RTX 4080,2024-03-01,949.99,1999.98,1478.4
GeForce RTX 4080,2024-03-08,949.99,1999.99,1467.94
GeForce RTX 4080,2024-03-15,949.99,1999.99,1430.25
GeForce RTX 4080,2024-03-23,949.99,1999.99,1420.85
GeForce RTX 4080,2024-04-01,949.99,1999.99,1406.24
GeForce RTX 4080,2024-04-08,949.99,1999.99,1397.34
GeForce RTX 4080,2024-04-15,949.99,1699.9,1351.18
GeForce RTX 4080,2024-04-23,949.99,1699.9,1343.13
GeForce RTX 4080,2024-05-01,949.99,1669.0,1346.1
GeForce RTX 4080,2024-05-08,949.99,1669.0,1341.17
GeForce RTX 4080,2024-05-15,949.99,1669.0,1329.21
GeForce RTX 4080,2024-05-23,949.99,1649.9,1325.25
GeForce RTX 4080,2024-06-01,1099.99,1629.0,1336.72
GeForce RTX 4080,2024-06-08,1101.42,1599.9,1312.51
GeForce RTX 4080,2024-06-15,949.99,1629.0,1313.58
GeForce RTX 4080,2024-06-23,1101.23,1607.58,1352.37
GeForce RTX 4080,2024-07-01,949.99,1599.0,1340.78
GeForce RTX 4080,2024-07-08,949.99,1599.99,1336.05
GeForce RTX 4080,2024-07-15,949.99,1599.0,1326.53
GeForce RTX 4080,2024-07-23,1099.99,1589.95,1347.11
GeForce RTX 4080,2024-08-01,949.99,1589.95,1281.91
GeForce RTX 4080,2024-08-08,899.99,1599.99,1263.43
GeForce RTX 4080,2024-08-15,899.99,1599.99,1264.79
GeForce RTX 4080,2024-08-23,949.99,1599.99,1271.99
GeForce RTX 4080,2024-09-01,899.99,1599.99,1284.61
GeForce RTX 4080,2024-09-08,949.99,1599.99,1298.94
GeForce RTX 4080,2024-09-15,949.99,1599.99,1316.1
GeForce RTX 4080,2024-09-23,949.99,1599.99,1307.96
GeForce RTX 4080,2024-10-01,949.99,1599.99,1315.54
GeForce RTX 4080,2024-10-08,949.99,1599.99,1315.28
GeForce RTX 4080,2024-10-15,949.99,1599.99,1319.53
GeForce RTX 4080,2024-10-23,949.99,1699.99,1324.26
GeForce RTX 4080,2024-11-01,949.99,1779.99,1311.09
GeForce RTX 4080,2024-11-08,949.99,1699.99,1318.83
GeForce RTX 4080,2024-11-15,949.99,1599.99,1313.48
GeForce RTX 4080,2024-11-23,949.99,1999.0,1377.54
GeForce RTX 4080,2024-12-01,949.99,1999.0,1413.58
GeForce RTX 4080,2024-12-08,949.99,1849.75,1459.97
GeForce RTX 4080,2024-12-15,949.99,1799.0,1445.85
GeForce RTX 4080,2024-12-23,949.99,1999.0,1499.89
GeForce RTX 4080,2025-01-01,1209.99,1999.0,1588.63
GeForce RTX 4080,2025-01-08,1209.99,1999.0,1607.23
GeForce RTX 4080,2025-01-15,1279.99,1799.99,1610.98
GeForce RTX 4080,2025-01-23,1529.0,1849.99,1639.74
GeForce RTX 4080,2025-02-01,1549.99,2499.99,2015.07
GeForce RTX 4080,2025-02-08,1549.99,2499.99,2030.69
GeForce RTX 4080,2025-02-15,1549.99,2498.0,2000.53
GeForce RTX 4080,2025-02-23,1549.99,2598.0,2078.92
GeForce RTX 4080,2025-03-01,1549.99,2598.0,2068.3
GeForce RTX 4080,2025-03-08,1549.99,2549.97,2003.6
GeForce RTX 4080,2025-03-15,1549.99,2498.0,1990.99
GeForce RTX 4080,2025-03-23,1549.99,2198.0,1844.54
GeForce RTX 4080,2025-04-01,1549.99,2198.0,1887.29
GeForce RTX 4080,2025-04-08,1549.99,2498.0,2019.99
GeForce RTX 4080,2025-04-15,1549.99,2498.0,2055.58
GeForce RTX 4080,2025-04-23,1549.99,2498.0,2047.24
GeForce RTX 4080,2025-05-01,1549.99,2498.0,2028.25
GeForce RTX 4080,2025-05-08,1549.99,2498.0,2042.0
GeForce RTX 4080,2025-05-15,1549.99,2275.0,1943.56
GeForce RTX 4080,2025-05-23,1549.99,2289.99,1994.51
GeForce RTX 4080,2025-06-01,1549.99,2285.0,1993.95
GeForce RTX 4080,2025-06-08,1549.99,2285.0,1993.95
GeForce RTX 4080,2025-06-15,1549.99,2075.0,1876.99
GeForce RTX 4080,2025-06-23,1549.99,2075.0,1869.99
GeForce RTX 4080,2025-07-01,1549.99,2075.0,1867.13
GeForce RTX 4080,2025-07-08,1549.99,1975.0,1789.16
GeForce RTX 4080,2025-07-15,1549.99,1974.99,1789.16
GeForce RTX 4080,2025-07-23,1549.99,1889.99,1759.16
GeForce RTX 4080,2025-08-01,1389.0,2075.0,1709.82
GeForce RTX 4080,2025-08-08,1389.0,2075.0,1706.5
GeForce RTX 4080,2025-08-15,1389.0,1795.0,1605.66
GeForce RTX 4080,2025-08-23,1549.99,2075.0,1790.0
GeForce RTX 4080,2025-09-01,1549.99,2075.0,1744.99
GeForce RTX 4080,2025-09-08,1549.99,2075.0,1741.66
GeForce RTX 4080,2025-09-15,1549.99,2075.0,1741.66
GeForce RTX 4080,2025-09-23,1549.99,2075.0,1778.33
GeForce RTX 4080,2025-10-01,1549.99,1869.99,1724.16
GeForce RTX 4080,2025-10-08,1549.99,1869.99,1752.49
GeForce RTX 4080,2025-10-15,1549.99,1869.99,1740.82
GeForce RTX 4080,2025-10-23,1499.99,1795.0,1623.19
GeForce RTX 4080,2025-11-01,1499.99,1795.0,1623.19
GeForce RTX 4080,2025-11-08,1478.0,1829.0,1670.33
GeForce RTX 4080,2025-11-15,1429.99,1829.0,1662.33
GeForce RTX 4080,2025-11-23,1549.99,1829.0,1703.16
GeForce RTX 4080,2025-12-01,1549.99,1779.0,1688.83
GeForce RTX 4080,2025-12-08,1549.99,1779.0,1684.66
GeForce RTX 4080,2025-12-15,1549.99,1779.0,1673.36
GeForce RTX 4080,2025-12-23,1449.99,1769.99,1644.66
GeForce RTX 4080,2026-01-01,1479.99,1769.99,1649.66
GeForce RTX 4080,2026-01-08,1549.0,1599.99,1569.74
GeForce RTX 4080,2026-01-15,1549.0,1599.99,1567.23
GeForce RTX 4080,2026-01-23,1549.99,1799.0,1671.33
GeForce RTX 4080,2026-02-01,1549.99,1799.0,1674.66
GeForce RTX 4080,2026-02-08,1549.99,1799.0,1671.33
GeForce RTX 4080,2026-02-15,1549.99,1799.0,1651.59
GeForce RTX 4080,2026-02-23,1549.99,1799.0,1658.04
GeForce RTX 4080,2026-03-01,1549.99,1799.0,1651.59
GeForce RTX 4080,2026-03-08,1549.99,1799.0,1658.04
GeForce RTX 4080,2026-03-15,1549.99,1799.0,1646.23
GeForce RTX 4080,2026-03-23,1549.99,1870.0,1715.6
GeForce RTX 4080,2026-04-01,1549.99,1839.99,1697.78
GeForce RTX 4080,2026-04-08,1549.99,1799.0,1681.59
GeForce RTX 4080,2026-04-15,1549.99,1799.0,1656.4
GeForce RTX 4080,2026-04-23,1549.99,1799.0,1645.78
GeForce RTX 4080,2026-05-01,1549.99,1799.0,1641.78
GeForce RTX 4080,2026-05-08,1549.99,1649.95,1592.48
GeForce RTX 4080,2026-05-15,1549.99,1799.0,1658.04
GeForce RTX 4080,2026-05-23,1549.99,1799.0,1645.78
GeForce RTX 4080,2026-06-01,1545.0,1599.99,1561.23
GeForce RTX 4080,2026-06-08,1499.95,1799.0,1619.78
GeForce RTX 4080,2026-06-15,1499.95,1639.95,1572.47
GeForce RTX 4080,2026-06-23,1499.95,1599.99,1546.5
GeForce RTX 4080,2026-07-01,1499.95,1599.99,1537.48
GeForce RTX 4080,2026-07-08,1399.99,1599.99,1516.66
GeForce RTX 4080,2026-07-15,1199.99,1599.99,1462.65
GeForce RTX 4080,2026-07-23,1199.99,1599.99,1456.5
GeForce RTX 4080,2026-08-01,1399.99,1689.0,1541.28
GeForce RTX 4080,2026-08-08,1399.99,1599.99,1506.34
GeForce RTX 4080,2026-08-15,1548.99,1799.0,1679.0
GeForce RTX 4080,2026-08-23,1499.99,1799.0,1662.66
GeForce RTX 4080,2026-09-01,1549.99,1799.0,1679.33
GeForce RTX 4080,2026-09-08,1549.99,1799.0,1679.33
GeForce RTX 4080 SUPER,2024-02-01,999.99,1299.99,1100.31
GeForce RTX 4080 SUPER,2024-02-08,999.99,1549.0,1151.55
GeForce RTX 4080 SUPER,2024-02-15,999.99,1499.99,1172.69
GeForce RTX 4080 SUPER,2024-02-23,999.99,1539.0,1176.4
GeForce RTX 4080 SUPER,2024-03-01,999.99,1529.99,1178.03
GeForce RTX 4080 SUPER,2024-03-08,999.99,1397.99,1149.67
GeForce RTX 4080 SUPER,2024-03-15,999.99,1399.0,1166.71
GeForce RTX 4080 SUPER,2024-03-23,999.99,1299.99,1141.43
GeForce RTX 4080 SUPER,2024-04-01,999.99,1399.99,1158.48
GeForce RTX 4080 SUPER,2024-04-08,999.99,1338.7,1142.34
GeForce RTX 4080 SUPER,2024-04-15,999.99,1368.74,1137.76
GeForce RTX 4080 SUPER,2024-04-23,994.99,1299.99,1118.26
GeForce RTX 4080 SUPER,2024-05-01,999.98,1399.99,1120.59
GeForce RTX 4080 SUPER,2024-05-08,989.99,1399.99,1131.74
GeForce RTX 4080 SUPER,2024-05-15,949.99,1352.99,1117.21
GeForce RTX 4080 SUPER,2024-05-23,949.99,1352.99,1119.08
GeForce RTX 4080 SUPER,2024-06-01,969.99,1399.99,1127.19
GeForce RTX 4080 SUPER,2024-06-08,976.0,1352.99,1134.56
GeForce RTX 4080 SUPER,2024-06-15,967.99,1450.41,1122.7
GeForce RTX 4080 SUPER,2024-06-23,949.99,1445.62,1121.32
GeForce RTX 4080 SUPER,2024-07-01,964.0,1397.36,1124.74
GeForce RTX 4080 SUPER,2024-07-08,964.99,1388.3,1107.14
GeForce RTX 4080 SUPER,2024-07-15,950.96,1377.0,1123.2
GeForce RTX 4080 SUPER,2024-07-23,959.0,1407.13,1118.51
GeForce RTX 4080 SUPER,2024-08-01,949.99,1455.0,1122.54
GeForce RTX 4080 SUPER,2024-08-08,959.83,1434.34,1121.93
GeForce RTX 4080 SUPER,2024-08-15,959.83,1352.99,1116.53
GeForce RTX 4080 SUPER,2024-08-23,958.0,1352.99,1118.34
GeForce RTX 4080 SUPER,2024-09-01,959.99,1352.99,1129.34
GeForce RTX 4080 SUPER,2024-09-08,959.99,1397.37,1125.12
GeForce RTX 4080 SUPER,2024-09-15,959.99,1349.99,1112.13
GeForce RTX 4080 SUPER,2024-09-23,959.99,1349.99,1119.78
GeForce RTX 4080 SUPER,2024-10-01,989.99,1369.99,1118.01
GeForce RTX 4080 SUPER,2024-10-08,999.99,1369.99,1117.99
GeForce RTX 4080 SUPER,2024-10-15,999.99,1369.99,1115.84
GeForce RTX 4080 SUPER,2024-10-23,989.99,1388.99,1114.71
GeForce RTX 4080 SUPER,2024-11-01,999.97,1402.99,1110.16
GeForce RTX 4080 SUPER,2024-11-08,979.99,1299.99,1096.38
GeForce RTX 4080 SUPER,2024-11-15,949.99,1349.99,1107.65
GeForce RTX 4080 SUPER,2024-11-23,949.99,1399.99,1111.81
GeForce RTX 4080 SUPER,2024-12-01,999.99,1637.99,1180.56
GeForce RTX 4080 SUPER,2024-12-08,999.99,1994.99,1296.86
GeForce RTX 4080 SUPER,2024-12-15,999.99,1694.99,1261.96
GeForce RTX 4080 SUPER,2024-12-23,999.99,1959.0,1298.71
GeForce RTX 4080 SUPER,2025-01-01,999.99,2199.99,1344.09
GeForce RTX 4080 SUPER,2025-01-08,999.99,2199.99,1368.63
GeForce RTX 4080 SUPER,2025-01-15,958.39,2199.99,1368.82
GeForce RTX 4080 SUPER,2025-01-23,999.99,2100.0,1368.68
GeForce RTX 4080 SUPER,2025-02-01,1299.99,2250.0,1790.78
GeForce RTX 4080 SUPER,2025-02-08,999.99,2299.0,1578.67
GeForce RTX 4080 SUPER,2025-02-15,999.99,2250.0,1577.94
GeForce RTX 4080 SUPER,2025-02-23,999.99,2250.0,1647.09
GeForce RTX 4080 SUPER,2025-03-01,1099.99,2500.0,1651.0
GeForce RTX 4080 SUPER,2025-03-08,1099.99,2500.0,1633.45
GeForce RTX 4080 SUPER,2025-03-15,1099.99,2500.0,1592.14
GeForce RTX 4080 SUPER,2025-03-23,1099.99,2500.0,1553.67
GeForce RTX 4080 SUPER,2025-04-01,1099.99,1999.95,1552.34
GeForce RTX 4080 SUPER,2025-04-08,799.0,1999.95,1514.8
GeForce RTX 4080 SUPER,2025-04-15,758.0,2199.98,1511.3
GeForce RTX 4080 SUPER,2025-04-23,758.0,2199.98,1532.67
GeForce RTX 4080 SUPER,2025-05-01,1099.99,2199.98,1641.06
GeForce RTX 4080 SUPER,2025-05-08,1029.99,2199.98,1609.94
GeForce RTX 4080 SUPER,2025-05-15,879.99,2199.98,1590.42
GeForce RTX 4080 SUPER,2025-05-23,1034.99,2199.98,1551.83
GeForce RTX 4080 SUPER,2025-06-01,1034.99,2199.98,1564.39
GeForce RTX 4080 SUPER,2025-06-08,1199.0,2199.98,1551.15
GeForce RTX 4080 SUPER,2025-06-15,1199.0,2199.98,1594.8
GeForce RTX 4080 SUPER,2025-06-23,1199.0,2199.98,1634.46
GeForce RTX 4080 SUPER,2025-07-01,1199.0,2199.98,1636.99
GeForce RTX 4080 SUPER,2025-07-08,1199.0,2199.98,1646.78
GeForce RTX 4080 SUPER,2025-07-15,1199.0,2199.98,1632.56
GeForce RTX 4080 SUPER,2025-07-23,1199.0,2199.98,1625.35
GeForce RTX 4080 SUPER,2025-08-01,1199.0,2199.98,1612.99
GeForce RTX 4080 SUPER,2025-08-08,1199.0,2199.98,1596.92
GeForce RTX 4080 SUPER,2025-08-15,1199.0,2199.98,1596.92
GeForce RTX 4080 SUPER,2025-08-23,1199.0,2199.98,1579.13
GeForce RTX 4080 SUPER,2025-09-01,1199.0,1989.0,1552.08
GeForce RTX 4080 SUPER,2025-09-08,1199.0,1989.0,1533.66
GeForce RTX 4080 SUPER,2025-09-15,1199.0,1989.0,1558.33
GeForce RTX 4080 SUPER,2025-09-23,1199.0,1989.0,1572.38
GeForce RTX 4080 SUPER,2025-10-01,1199.0,1989.0,1563.28
GeForce RTX 4080 SUPER,2025-10-08,1199.0,1989.0,1592.44
GeForce RTX 4080 SUPER,2025-10-15,1199.0,1989.0,1592.44
GeForce RTX 4080 SUPER,2025-10-23,1199.0,1949.99,1556.75
GeForce RTX 4080 SUPER,2025-11-01,1199.0,1949.99,1603.61
GeForce RTX 4080 SUPER,2025-11-08,1199.0,1949.99,1603.61
GeForce RTX 4080 SUPER,2025-11-15,579.0,1949.99,1506.25
GeForce RTX 4080 SUPER,2025-11-23,579.0,1985.0,1513.98
GeForce RTX 4080 SUPER,2025-12-01,579.0,1985.0,1556.33
GeForce RTX 4080 SUPER,2025-12-08,579.0,1949.99,1522.09
GeForce RTX 4080 SUPER,2025-12-15,579.0,1949.99,1554.51
GeForce RTX 4080 SUPER,2025-12-23,579.0,1935.0,1549.51
GeForce RTX 4080 SUPER,2026-01-01,579.0,1895.0,1543.9
GeForce RTX 4080 SUPER,2026-01-08,579.0,1895.0,1534.81
GeForce RTX 4080 SUPER,2026-01-15,579.0,1895.0,1510.72
GeForce RTX 4080 SUPER,2026-01-23,579.0,1929.99,1524.18
GeForce RTX 4080 SUPER,2026-02-01,579.0,1929.99,1522.72
GeForce RTX 4080 SUPER,2026-02-08,1199.0,1929.99,1578.33
GeForce RTX 4080 SUPER,2026-02-15,1199.0,1299.99,1249.66
GeForce RTX 4080 SUPER,2026-02-23,1199.0,1299.99,1249.66
GeForce RTX 4080 SUPER,2026-03-01,1199.0,1929.99,1496.16
GeForce RTX 4080 SUPER,2026-03-08,1199.0,1929.99,1463.33
GeForce RTX 4080 SUPER,2026-03-15,1199.0,1929.99,1463.33
GeForce RTX 4080 SUPER,2026-03-23,1199.0,1929.99,1454.16
GeForce RTX 4080 SUPER,2026-04-01,1199.0,1929.99,1471.32
GeForce RTX 4080 SUPER,2026-04-08,1199.0,1799.95,1490.49
GeForce RTX 4080 SUPER,2026-04-15,1199.0,1299.99,1249.66
GeForce RTX 4080 SUPER,2026-04-23,1199.0,1299.99,1249.66
GeForce RTX 4080 SUPER,2026-05-01,1199.0,1299.99,1249.66
GeForce RTX 4080 SUPER,2026-05-08,1199.0,1299.99,1249.66
GeForce RTX 4080 SUPER,2026-05-15,1199.0,1299.99,1249.66
GeForce RTX 4080 SUPER,2026-05-23,1199.0,1299.99,1249.66
GeForce RTX 4080 SUPER,2026-06-01,1199.0,1299.99,1249.66
GeForce RTX 4080 SUPER,2026-06-08,1199.0,1299.99,1249.66
GeForce RTX 4080 SUPER,2026-06-15,1199.0,1299.99,1249.66
GeForce RTX 4080 SUPER,2026-06-23,1199.0,1299.99,1249.66
GeForce RTX 4080 SUPER,2026-07-01,1199.0,1299.99,1249.66
GeForce RTX 4080 SUPER,2026-07-08,1199.0,1299.99,1249.74
GeForce RTX 4080 SUPER,2026-07-15,1199.0,1299.99,1249.74
GeForce RTX 4080 SUPER,2026-07-23,1199.0,1299.99,1249.74
GeForce RTX 4080 SUPER,2026-08-01,1199.0,1332.76,1266.35
GeForce RTX 4080 SUPER,2026-08-08,1199.0,1299.99,1249.74
GeForce RTX 4080 SUPER,2026-08-15,1795.0,1795.0,1795.0
GeForce RTX 4080 SUPER,2026-08-23,1745.99,1795.0,1770.5
GeForce RTX 4080 SUPER,2026-09-01,1745.99,1795.0,1770.5
GeForce RTX 4080 SUPER,2026-09-08,1769.95,1795.0,1782.48
GeForce RTX 4090,2022-10-15,1599.99,4976.0,2931.49
GeForce RTX 4090,2022-10-23,2199.0,2844.99,2528.5
GeForce RTX 4090,2022-11-01,1799.99,2759.0,2313.22
GeForce RTX 4090,2022-11-08,2112.99,2795.95,2391.6
GeForce RTX 4090,2022-11-15,2129.99,2859.0,2354.69
GeForce RTX 4090,2022-11-23,1599.99,3300.0,2490.91
GeForce RTX 4090,2022-12-01,2320.0,3489.0,2763.99
GeForce RTX 4090,2022-12-08,1909.99,2999.0,2341.98
GeForce RTX 4090,2022-12-15,1599.99,3299.99,2394.27
GeForce RTX 4090,2022-12-23,2029.99,2549.99,2276.31
GeForce RTX 4090,2023-01-01,1799.99,2799.9,2293.91
GeForce RTX 4090,2023-01-08,1599.99,2659.99,2166.61
GeForce RTX 4090,2023-01-15,2009.69,2299.9,2158.79
GeForce RTX 4090,2023-01-23,1599.99,2309.0,2032.49
GeForce RTX 4090,2023-02-01,1599.0,2359.0,1889.08
GeForce RTX 4090,2023-02-08,1599.0,2217.0,1858.03
GeForce RTX 4090,2023-02-15,1599.0,2205.0,1881.59
GeForce RTX 4090,2023-02-23,1599.0,2399.99,1886.22
GeForce RTX 4090,2023-03-01,1599.99,2399.0,1829.23
GeForce RTX 4090,2023-03-08,1599.99,2399.97,1847.8
GeForce RTX 4090,2023-03-15,1599.99,2349.99,1827.96
GeForce RTX 4090,2023-03-23,1599.99,2399.0,1808.05
GeForce RTX 4090,2023-04-01,1599.99,2497.42,1809.42
GeForce RTX 4090,2023-04-08,1599.99,2399.0,1787.05
GeForce RTX 4090,2023-04-15,1599.99,2149.47,1769.3
GeForce RTX 4090,2023-04-23,1599.0,2074.95,1741.45
GeForce RTX 4090,2023-05-01,1549.99,2214.0,1783.42
GeForce RTX 4090,2023-05-08,1599.0,1999.99,1737.72
GeForce RTX 4090,2023-05-15,1579.99,2209.9,1766.0
GeForce RTX 4090,2023-05-23,1589.0,2212.96,1768.8
GeForce RTX 4090,2023-06-01,1589.0,2189.0,1769.3
GeForce RTX 4090,2023-06-08,1589.0,2196.99,1747.1
GeForce RTX 4090,2023-06-15,1589.0,2149.99,1749.47
GeForce RTX 4090,2023-06-23,1584.99,1999.99,1723.57
GeForce RTX 4090,2023-07-01,1599.0,1999.99,1708.94
GeForce RTX 4090,2023-07-08,1599.0,1964.99,1700.56
GeForce RTX 4090,2023-07-15,1599.0,2099.99,1734.3
GeForce RTX 4090,2023-07-23,1599.0,1999.99,1714.04
GeForce RTX 4090,2023-08-01,1599.0,2099.99,1743.71
GeForce RTX 4090,2023-08-08,1599.0,2199.99,1784.08
GeForce RTX 4090,2023-08-15,1599.0,2199.99,1784.65
GeForce RTX 4090,2023-08-23,1599.0,2199.99,1786.54
GeForce RTX 4090,2023-09-01,1599.0,2199.99,1791.61
GeForce RTX 4090,2023-09-08,1599.99,2374.66,1802.75
GeForce RTX 4090,2023-09-15,1599.99,2390.0,1808.49
GeForce RTX 4090,2023-09-23,1599.99,2199.99,1796.51
GeForce RTX 4090,2023-10-01,1599.99,2199.99,1785.4
GeForce RTX 4090,2023-10-08,1599.99,2199.99,1791.85
GeForce RTX 4090,2023-10-15,1599.99,2248.5,1793.23
GeForce RTX 4090,2023-10-23,1599.99,2285.0,1858.61
GeForce RTX 4090,2023-11-01,1599.99,2574.99,1925.39
GeForce RTX 4090,2023-11-08,1599.99,2640.0,2000.49
GeForce RTX 4090,2023-11-15,1599.99,2969.0,2125.25
GeForce RTX 4090,2023-11-23,1599.99,2969.0,2140.85
GeForce RTX 4090,2023-12-01,1599.99,3295.0,2161.43
GeForce RTX 4090,2023-12-08,1599.99,3257.89,2122.55
GeForce RTX 4090,2023-12-15,1599.99,3162.29,2126.34
GeForce RTX 4090,2023-12-23,1599.99,3137.39,2142.95
GeForce RTX 4090,2024-01-01,1599.99,2909.18,2083.59
GeForce RTX 4090,2024-01-08,1599.99,2910.29,2090.72
GeForce RTX 4090,2024-01-15,1599.99,2926.62,2095.0
GeForce RTX 4090,2024-01-23,1599.99,2699.0,2068.15
GeForce RTX 4090,2024-02-01,1599.99,2769.99,2053.95
GeForce RTX 4090,2024-02-08,1599.99,2769.99,2039.89
GeForce RTX 4090,2024-02-15,1599.99,2769.99,2020.45
GeForce RTX 4090,2024-02-23,1599.99,2436.35,2023.71
GeForce RTX 4090,2024-03-01,1599.99,2399.0,2014.31
GeForce RTX 4090,2024-03-08,1599.99,2399.99,2020.2
GeForce RTX 4090,2024-03-15,1599.99,2399.0,1999.95
GeForce RTX 4090,2024-03-23,1599.99,2399.0,1990.59
GeForce RTX 4090,2024-04-01,1599.99,2599.75,1992.93
GeForce RTX 4090,2024-04-08,1599.99,2400.0,1951.22
GeForce RTX 4090,2024-04-15,1649.99,2299.9,1921.15
GeForce RTX 4090,2024-04-23,1649.99,2299.9,1906.18
GeForce RTX 4090,2024-05-01,1599.99,2299.9,1894.98
GeForce RTX 4090,2024-05-08,1649.99,2299.9,1889.27
GeForce RTX 4090,2024-05-15,1649.99,2199.0,1885.08
GeForce RTX 4090,2024-05-23,1599.99,2145.0,1865.38
GeForce RTX 4090,2024-06-01,1649.99,2184.95,1872.67
GeForce RTX 4090,2024-06-08,1649.99,2149.99,1872.84
GeForce RTX 4090,2024-06-15,1649.99,2149.99,1877.1
GeForce RTX 4090,2024-06-23,1599.99,2145.0,1873.12
GeForce RTX 4090,2024-07-01,1599.99,2204.44,1874.36
GeForce RTX 4090,2024-07-08,1599.99,2459.9,1892.04
GeForce RTX 4090,2024-07-15,1599.99,2454.98,1871.02
GeForce RTX 4090,2024-07-23,1599.99,2145.0,1851.61
GeForce RTX 4090,2024-08-01,1599.99,2199.99,1847.12
GeForce RTX 4090,2024-08-08,1599.99,2299.99,1865.58
GeForce RTX 4090,2024-08-15,1599.99,2299.99,1870.68
GeForce RTX 4090,2024-08-23,1599.99,2459.99,1880.81
GeForce RTX 4090,2024-09-01,1599.99,2400.0,1918.12
GeForce RTX 4090,2024-09-08,1599.99,2400.0,1930.27
GeForce RTX 4090,2024-09-15,1599.99,2459.99,1950.19
GeForce RTX 4090,2024-09-23,1599.99,2418.0,1971.47
GeForce RTX 4090,2024-10-01,1599.99,2495.0,1991.85
GeForce RTX 4090,2024-10-08,1599.99,2679.95,2023.11
GeForce RTX 4090,2024-10-15,1599.99,2539.99,2019.66
GeForce RTX 4090,2024-10-23,1599.99,2499.9,2043.12
GeForce RTX 4090,2024-11-01,1599.99,2545.29,2077.44
GeForce RTX 4090,2024-11-08,1599.99,2913.0,2099.93
GeForce RTX 4090,2024-11-15,1599.99,2779.0,2069.83
GeForce RTX 4090,2024-11-23,1599.99,2969.99,2115.6
GeForce RTX 4090,2024-12-01,1599.99,3399.99,2219.1
GeForce RTX 4090,2024-12-08,1599.99,3499.99,2274.45
GeForce RTX 4090,2024-12-15,1599.99,3499.99,2300.05
GeForce RTX 4090,2024-12-23,1599.99,3699.99,2343.24
GeForce RTX 4090,2025-01-01,1599.99,3699.99,2395.4
GeForce RTX 4090,2025-01-08,1599.99,3699.99,2384.26
GeForce RTX 4090,2025-01-15,1599.99,3689.0,2429.15
GeForce RTX 4090,2025-01-23,1599.99,3799.99,2487.34
GeForce RTX 4090,2025-02-01,1599.99,3998.0,2868.94
GeForce RTX 4090,2025-02-08,1599.99,3998.0,2805.75
GeForce RTX 4090,2025-02-15,1599.99,4200.0,2841.72
GeForce RTX 4090,2025-02-23,939.0,3998.0,2819.62
GeForce RTX 4090,2025-03-01,939.0,4899.0,2897.69
GeForce RTX 4090,2025-03-08,939.0,4299.0,2804.21
GeForce RTX 4090,2025-03-15,939.0,3998.0,2778.2
GeForce RTX 4090,2025-03-23,1599.99,3999.99,2887.18
GeForce RTX 4090,2025-04-01,1599.99,3899.95,2920.51
GeForce RTX 4090,2025-04-08,1599.99,3899.95,2816.24
GeForce RTX 4090,2025-04-15,1599.99,3899.95,2769.29
GeForce RTX 4090,2025-04-23,1599.99,4399.99,2793.87
GeForce RTX 4090,2025-05-01,1599.99,4399.99,2776.6
GeForce RTX 4090,2025-05-08,1599.99,4299.0,2774.62
GeForce RTX 4090,2025-05-15,1599.99,4289.99,2673.45
GeForce RTX 4090,2025-05-23,1599.99,3989.99,2579.45
GeForce RTX 4090,2025-06-01,1599.99,3989.99,2625.13
GeForce RTX 4090,2025-06-08,1599.99,3790.0,2585.43
GeForce RTX 4090,2025-06-15,1599.99,3749.99,2590.12
GeForce RTX 4090,2025-06-23,1599.99,3689.99,2593.31
GeForce RTX 4090,2025-07-01,1599.99,3689.0,2583.72
GeForce RTX 4090,2025-07-08,1599.99,3689.0,2572.85
GeForce RTX 4090,2025-07-15,1599.99,3689.0,2628.18
GeForce RTX 4090,2025-07-23,1599.99,3599.95,2576.61
GeForce RTX 4090,2025-08-01,1599.99,3599.95,2590.84
GeForce RTX 4090,2025-08-08,1599.99,3559.95,2582.03
GeForce RTX 4090,2025-08-15,1599.99,3539.95,2590.37
GeForce RTX 4090,2025-08-23,1599.99,3535.99,2594.82
GeForce RTX 4090,2025-09-01,1599.99,3485.0,2541.68
GeForce RTX 4090,2025-09-08,1599.99,3535.99,2577.21
GeForce RTX 4090,2025-09-15,1599.99,3535.99,2578.28
GeForce RTX 4090,2025-09-23,1599.99,3499.0,2645.32
GeForce RTX 4090,2025-10-01,1599.99,3499.0,2675.47
GeForce RTX 4090,2025-10-08,1599.99,3499.0,2681.47
GeForce RTX 4090,2025-10-15,1599.99,3499.0,2645.59
GeForce RTX 4090,2025-10-23,1599.99,3499.0,2617.82
GeForce RTX 4090,2025-11-01,1599.99,3499.0,2613.3
GeForce RTX 4090,2025-11-08,1599.99,3499.0,2606.94
GeForce RTX 4090,2025-11-15,1599.99,3499.0,2600.41
GeForce RTX 4090,2025-11-23,1599.99,3499.0,2601.09
GeForce RTX 4090,2025-12-01,1599.99,3499.0,2645.88
GeForce RTX 4090,2025-12-08,1599.99,3499.0,2627.45
GeForce RTX 4090,2025-12-15,1599.99,3685.0,2645.51
